rank,normalized_ref,demand,kind,target_level,citation_types,inferred_issuer,inferred_institution,inferred_site,coverage_status
8694,渝府发〔2006〕62号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8695,渝府发〔2006〕96号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8696,渝府发〔2007〕113号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8697,渝府发〔2007〕119号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8698,渝府发〔2007〕15号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8699,渝府发〔2007〕70号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8700,渝府发〔2008〕126号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8701,渝府发〔2008〕127号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8702,渝府发〔2008〕128号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8703,渝府发〔2008〕72号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8704,渝府发〔2008〕93号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8705,渝府发〔2009〕93号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8706,渝府发〔2012〕65号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8707,渝府发〔2014〕38号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8708,渝府发〔2026〕7号,3,formal,unknown,formal:3,渝府发,Chongqing (重庆),cq,have
8709,渝环规〔2021〕7号,3,formal,unknown,formal:3,渝环规,Chongqing (重庆),cq,have
8710,温室气体 产品碳足迹 量化要求和指南,3,title,unknown,named:3+llm:1,,unknown,,unknown
8711,港口设施保安计划制订导则,3,title,unknown,named:3,,unknown,,unknown
8712,湖北省医疗器械经营监督管理实施细则,3,title,provincial,named:3+llm:1,,Hubei (湖北),hubei,blocked
8713,湖南省2025年普通高等学校招生工作实施办法,3,title,provincial,named:3+llm:1,,Hunan (湖南),hunan,have
8714,湖南省多式联运强基础补短板促发展实施方案,3,title,provincial,named:3,,Hunan (湖南),hunan,have
8715,湖南省普惠性民办幼儿园认定及管理暂行办法,3,title,provincial,named:3,,Hunan (湖南),hunan,have
8716,湖南省重大科研基础设施和大型科研仪器开放共享管理办法,3,title,provincial,named:3+llm:1,湘科发,Hunan (湖南),hunan,have
8717,湘政办发〔2012〕115号,3,formal,unknown,formal:3,湘政办发,Hunan (湖南),hunan,have
8718,湘政发〔2026〕4号,3,formal,unknown,formal:3,湘政发,Hunan (湖南),hunan,have
8719,湘教发〔2019〕49号,3,formal,unknown,formal:3,湘教发,Hunan (湖南),hunan,have
8720,湘教发〔2026〕43号,3,formal,unknown,formal:3,湘教发,Hunan (湖南),hunan,have
8721,湘科发〔2025〕143号,3,formal,unknown,formal:3,湘科发,Hunan (湖南),hunan,have
8722,火车与其他车辆碰撞和铁路路外人员伤亡事故处理暂行规定,3,title,unknown,named:3,,unknown,,unknown
8723,烟花爆竹经营许可证实施办法,3,title,unknown,named:3,,unknown,,unknown
8724,煤层气（煤矿瓦斯）开发利用方案,3,title,unknown,named:3+llm:2,,unknown,,unknown
8725,煤矿企业安全生产许可证实施办法,3,title,unknown,named:3,,unknown,,unknown
8726,煤矿建设项目安全设施监察规定,3,title,unknown,named:3,,unknown,,unknown
8727,照片类电子档案元数据方案,3,title,unknown,named:3,,unknown,,unknown
8728,燃气燃烧器具安装维修管理规定,3,title,unknown,named:3,,unknown,,unknown
8729,爆破作业项目行政许可决定书,3,title,unknown,named:3,,unknown,,unknown
8730,物价管理暂行条例,3,title,unknown,named:3,,unknown,,unknown
8731,特别纳税调查初步调整通知书,3,title,unknown,named:3,,unknown,,unknown
8732,特别纳税调查结论通知书,3,title,unknown,named:3,,unknown,,unknown
8733,特别纳税调查调整通知书,3,title,unknown,named:3,,unknown,,unknown
8734,特殊医学用途碳水化合物组件配方食品注册指南,3,title,unknown,named:3+llm:1,,unknown,,unknown
8735,特殊医学用途蛋白质组件配方食品注册指南,3,title,unknown,named:3+llm:1,,unknown,,unknown
8736,特种设备作业人员考核规则（TSG Z6001-2013）,3,title,unknown,llm:3,,unknown,,unknown
8737,特种设备安全风险管控清单,3,title,unknown,named:3,,unknown,,unknown
8738,特种设备新材料、新技术、新工艺使用批准事项服务指南,3,title,unknown,named:3,,unknown,,unknown
8739,特种设备检验人员考核规则,3,title,unknown,llm:3,,unknown,,unknown
8740,特种设备检验检测机构核准规则（TSG Z7001—2004）,3,title,unknown,llm:3,,unknown,,unknown
8741,特种设备现场监督检查规则,3,title,unknown,llm:3,,unknown,,unknown
8742,特聘农技员考核管理办法,3,title,unknown,named:3,,unknown,,unknown
8743,环办水体〔2016〕99号,3,formal,unknown,formal:3,环办水体,Ministry of Ecology & Environment (生态环境部),,have
8744,环办环监函〔2018〕284号,3,formal,unknown,formal:3,环办环监函,Ministry of Ecology & Environment (生态环境部),,have
8745,环发〔2009〕150号,3,formal,central,formal:3,环发,Ministry of Ecology & Environment (生态环境部),,have
8746,环境影响评价公众参与暂行办法,3,title,unknown,named:3+llm:1,环发,Ministry of Ecology & Environment (生态环境部),,have
8747,环境影响评价公众参与管理办法,3,title,unknown,named:3,,unknown,,unknown
8748,环境监测数据弄虚作假行为判定及处理办法,3,title,unknown,named:3,,unknown,,unknown
8749,环境行政处罚办法,3,title,unknown,named:2+llm:1,,unknown,,unknown
8750,环水体〔2016〕186号,3,formal,unknown,formal:3,环水体,Ministry of Ecology & Environment (生态环境部),,have
8751,环法规〔2020〕44号,3,formal,unknown,formal:3,环法规,Ministry of Ecology & Environment (生态环境部),,have
8752,环珠江口宜居湾区建设重点行动计划,3,title,unknown,named:3,,unknown,,unknown
8753,现场验收评审意见表,3,title,unknown,named:3,,unknown,,unknown
8754,现将国质检通〔2010〕456号,3,formal,unknown,formal:3,现将国质检通,issuer:现将国质检通,,unknown
8755,珠三角、长三角、环渤海（京津冀）水域船舶排放控制区实施方案,3,title,unknown,named:3,,unknown,,unknown
8756,珠办发〔2002〕30号,3,formal,unknown,formal:3,珠办发,Zhuhai (珠海),zhuhai,have
8757,珠字〔2003〕5号,3,formal,unknown,formal:3,珠字,Zhuhai (珠海),zhuhai,have
8758,珠字〔2008〕1号,3,formal,unknown,formal:3,珠字,Zhuhai (珠海),zhuhai,have
8759,珠字〔2011〕11号,3,formal,unknown,formal:3,珠字,Zhuhai (珠海),zhuhai,have
8760,珠字〔2011〕17号,3,formal,unknown,formal:3,珠字,Zhuhai (珠海),zhuhai,have
8761,珠府〔2002〕134号,3,formal,unknown,formal:3,珠府,Zhuhai (珠海),zhuhai,have
8762,珠府〔2002〕2号,3,formal,unknown,formal:3,珠府,Zhuhai (珠海),zhuhai,have
8763,珠府〔2003〕57号,3,formal,unknown,formal:3,珠府,Zhuhai (珠海),zhuhai,have
8764,珠府〔2009〕128号,3,formal,unknown,formal:3,珠府,Zhuhai (珠海),zhuhai,have
8765,珠府〔2009〕180号,3,formal,unknown,formal:3,珠府,Zhuhai (珠海),zhuhai,have
8766,珠府〔2011〕81号,3,formal,unknown,formal:3,珠府,Zhuhai (珠海),zhuhai,have
8767,珠府办〔2008〕77号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8768,珠府办〔2009〕10号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8769,珠府办〔2009〕17号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8770,珠府办〔2010〕23号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8771,珠府办〔2011〕34号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8772,珠府办〔2012〕15号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8773,珠府办〔2013〕24号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8774,珠府办〔2014〕35号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8775,珠府办〔2014〕44号,3,formal,unknown,formal:3,珠府办,Zhuhai (珠海),zhuhai,have
8776,珠府办函〔2007〕67号,3,formal,unknown,formal:3,珠府办函,Zhuhai (珠海),zhuhai,have
8777,珠府办函〔2016〕204号,3,formal,unknown,formal:3,珠府办函,Zhuhai (珠海),zhuhai,have
8778,珠府办函〔2016〕258号,3,formal,unknown,formal:3,珠府办函,Zhuhai (珠海),zhuhai,have
8779,珠江三角洲地区发展规划纲要（2008—2020年）,3,title,unknown,named:3,,unknown,,unknown
8780,珠江三角洲地区现代信息服务业发展规划（2010-2020年）,3,title,unknown,named:3,,unknown,,unknown
8781,珠江三角洲城镇群协调发展规划（2004—2020）,3,title,unknown,named:3,,unknown,,unknown
8782,珠江三角洲城镇群协调发展规划（2004－2020）,3,title,unknown,named:3,,unknown,,unknown
8783,珠江三角洲基础设施建设一体化规划（2009—2020年）,3,title,unknown,named:3,,unknown,,unknown
8784,珠海口岸查验机制创新试点方案,3,title,unknown,named:3,,unknown,,unknown
8785,珠海市人事代理暂行办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8786,珠海市人才安居管理办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8787,珠海市人民政府关于创建健康城市的意见,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8788,珠海市人民政府办公室关于印发做好珠海市政府门户网站内容保障工作的通知,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8789,珠海市人民政府印发关于培育引进前沿产业独角兽企业若干政策措施（试行）的通知,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8790,珠海市人民政府行政复议规定（市人民政府第97号令）,3,title,unknown,llm:3,,Zhuhai (珠海),zhuhai,have
8791,珠海市优秀技能人才评选奖励暂行办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8792,珠海市公共数据资源管理办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8793,珠海市公立医院医务人员岗位目标绩效工资改革实施方案,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8794,珠海市公立医院院长选拔聘任管理暂行办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8795,珠海市关于促进民办教育发展的若干意见,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8796,珠海市关于应对疫情加快提升制造业竞争力政策措施,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8797,珠海市关于进一步优化供给促进消费增长的若干措施,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8798,珠海市农贸市场专项规划,3,title,unknown,named:3+llm:1,,Zhuhai (珠海),zhuhai,have
8799,珠海市商品混凝土管理暂行规定（修订）,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8800,珠海市城市消防规划,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8801,珠海市城市绿化办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8802,珠海市城市绿线规划,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8803,珠海市实行人才居住证制度的暂行规定,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8804,珠海市应对新型冠状病毒肺炎疫情支持企业复工复产的若干措施,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8805,珠海市应对疫情加强招商引资促进项目动工投产若干措施,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8806,珠海市应急管理工作考核办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8807,珠海市建立土地执法共同责任制度的规定,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8808,珠海市建筑节能管理办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8809,珠海市建设工程项目行政审批管理办法（试行）,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8810,珠海市扶优扶强贴息资金管理暂行办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8811,珠海市招商引资项目引荐人奖励办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8812,珠海市排水条例实施细则,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8813,珠海市支持企业复工用工稳岗若干措施,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8814,珠海市政府投资项目储备库管理办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8815,珠海市无线电管理规定,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8816,珠海市春运管理工作规范,3,title,unknown,llm:3,,Zhuhai (珠海),zhuhai,have
8817,珠海市横琴新区管理办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8818,珠海市民政局关于推进养老机构公建民营的指导意见,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8819,珠海市深化城镇住房制度改革实施办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8820,珠海市生猪生产发展总体规划和区域布局（2008-2020年）,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8821,珠海市科学技术进步奖励办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8822,珠海市科技企业孵化器管理和扶持暂行办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8823,珠海市管道燃气管理办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8824,珠海市粮食工作考评办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8825,珠海市职工医疗保险费用支付范围管理办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8826,珠海市股权质押贷款指导意见,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8827,珠海市节能减排全民行动实施方案,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8828,珠海市见义勇为人员奖励和保障条例,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8829,珠海市财政生态保护转移支付办法,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8830,珠海市进一步促进投资增长的若干措施,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8831,珠海市降低制造业企业成本支持实体经济发展的若干政策措施（修订版）,3,title,unknown,named:3,,Zhuhai (珠海),zhuhai,have
8832,珠海经济特区城市标准化条例,3,title,unknown,named:3,,unknown,,unknown
8833,珠海经济特区禁止食用野生动物条例,3,title,unknown,named:3,,unknown,,unknown
8834,生产安全事故应急预案管理办法（应急管理部2号令）,3,title,unknown,llm:3,,unknown,,unknown
8835,生态文明体制改革总体方案,3,title,central,llm:3,中发,CPC Central Committee (中共中央),,party
8836,生态环境统计管理办法,3,title,unknown,named:3+llm:1,,unknown,,unknown
8837,生物产业发展“十一五”规划,3,title,unknown,named:3,,unknown,,unknown
8838,用中长期规划指导经济社会发展是我们党治国理政的一种重要方式,3,title,unknown,named:3+llm:1,,unknown,,unknown
8839,用人单位岗位补贴和社会保险补贴管理办法,3,title,unknown,named:3,,unknown,,unknown
8840,电信网和互联网网络安全防护定级备案实施指南,3,title,unknown,named:3,,unknown,,unknown
8841,电力市场运行基本规则（中华人民共和国国家发展和改革委员会2024年第20号令）,3,title,central,llm:3,,city:电力市,,unknown
8842,电力需求侧管理办法,3,title,unknown,llm:3,发改运行,NDRC (国家发改委),,have
8843,电动自行车用充电器安全技术要求,3,title,unknown,llm:3,,unknown,,unknown
8844,电动自行车用锂离子蓄电池安全技术规范,3,title,unknown,llm:3,,unknown,,unknown
8845,电动自行车电气安全要求,3,title,unknown,llm:3,,unknown,,unknown
8846,电器电子产品有害物质限制使用达标管理目录（第一批）,3,title,unknown,llm:3,,unknown,,unknown
8847,电子出版物管理规定,3,title,unknown,named:3,,unknown,,unknown
8848,电子商务“十三五”发展规划,3,title,unknown,named:3+llm:1,,unknown,,unknown
8849,电子商务平台协助查处商标侵权案件规定（征求意见稿）,3,title,unknown,named:3,,unknown,,unknown
8850,电子病历系统功能应用水平分级评价方法及标准（试行）,3,title,unknown,named:3+llm:1,,unknown,,unknown
8851,电子认证服务管理办法,3,title,unknown,named:3+llm:1,,unknown,,unknown
8852,畜禽养殖禁养区划定技术指南,3,title,unknown,named:3,,unknown,,unknown
8853,疝、甲乳类医疗服务价格项目立项指南（试行）,3,title,unknown,named:2+llm:1,,unknown,,unknown
8854,登记保存物品清单,3,title,unknown,named:3,,unknown,,unknown
8855,登记保存物品通知书,3,title,unknown,named:3,,unknown,,unknown
8856,省委全面依法治省委员会办公室省依法行政工作领导小组办公室关于做好2019年度法治政府建设情况报告的通知,3,title,provincial,llm:3,,province:省委全面依法治省,,unknown
8857,省属国企出清重组'僵尸企业'促进国资结构优化的实施方案（粤府办〔2016〕25号）,3,title,provincial,llm:3,粤府办,Guangdong (广东),gd,have
8858,省政府办公厅关于印发江苏省营造全国一流用电营商环境专项行动计划的通知,3,title,central,named:3,,unknown,,unknown
